SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2011,BIRTHS2010,DEATHS2010
40,3,6,1,0,Alabama,Alabama,4779736,4801108,14226,11089
50,3,6,1,1,Alabama,Autauga County,54571,55253,151,152
50,3,6,1,3,Alabama,Baldwin County,182265,186659,517,532
50,3,6,1,5,Alabama,Barbour County,27457,27226,70,128
50,3,6,1,7,Alabama,Bibb County,22915,22733,44,34
50,3,6,1,9,Alabama,Blount County,57322,57711,183,133
50,3,6,1,11,Alabama,Bullock County,10914,10629,39,52
50,3,6,1,13,Alabama,Butler County,20947,20673,65,60
50,3,6,1,15,Alabama,Calhoun County,118572,117768,317,312
50,3,6,1,17,Alabama,Chambers County,34215,33993,81,80
50,3,6,1,19,Alabama,Cherokee County,25989,26080,55,110
50,3,6,1,21,Alabama,Chilton County,43643,43739,124,142
50,3,6,1,23,Alabama,Choctaw County,13859,13593,29,21
50,3,6,1,25,Alabama,Clarke County,25833,25570,49,46
50,3,6,1,27,Alabama,Clay County,13932,13670,27,39
50,3,6,1,29,Alabama,Cleburne County,14972,14971,41,22
50,3,6,1,31,Alabama,Coffee County,49948,50448,168,77
50,3,6,1,33,Alabama,Colbert County,54428,54443,162,129
50,3,6,1,35,Alabama,Conecuh County,13228,13121,34,13
50,3,6,1,37,Alabama,Coosa County,11539,11348,21,11
50,3,6,1,39,Alabama,Covington County,37765,38060,102,92
50,3,6,1,41,Alabama,Crenshaw County,13906,13896,37,24
50,3,6,1,43,Alabama,Cullman County,80406,80469,249,228
50,3,6,1,45,Alabama,Dale County,50251,50109,173,75
50,3,6,1,47,Alabama,Dallas County,43820,43178,130,76
50,3,6,1,49,Alabama,DeKalb County,71109,71387,232,151
50,3,6,1,51,Alabama,Elmore County,79303,80012,235,189
50,3,6,1,53,Alabama,Escambia County,38319,38213,121,63
50,3,6,1,55,Alabama,Etowah County,104430,104236,260,288
50,3,6,1,57,Alabama,Fayette County,17241,17062,42,39
50,3,6,1,59,Alabama,Franklin County,31704,31729,120,66
50,3,6,1,61,Alabama,Geneva County,26790,26832,74,117
50,3,6,1,63,Alabama,Greene County,9045,8910,38,37
50,3,6,1,65,Alabama,Hale County,15760,15364,55,27
50,3,6,1,67,Alabama,Henry County,17302,17407,40,59
50,3,6,1,69,Alabama,Houston County,101547,102422,323,236
50,3,6,1,71,Alabama,Jackson County,53227,53264,144,131
50,3,6,1,73,Alabama,Jefferson County,658466,657779,2104,1583
50,3,6,1,75,Alabama,Lamar County,14564,14292,33,73
50,3,6,1,77,Alabama,Lauderdale County,92709,92618,239,228
50,3,6,1,79,Alabama,Lawrence County,34339,34045,78,60
50,3,6,1,81,Alabama,Lee County,140247,144087,413,238
50,3,6,1,83,Alabama,Limestone County,82782,85557,223,158
50,3,6,1,85,Alabama,Lowndes County,11299,11119,37,18
50,3,6,1,87,Alabama,Macon County,21452,21269,65,40
50,3,6,1,89,Alabama,Madison County,334811,339574,964,602
50,3,6,1,91,Alabama,Marengo County,21027,20708,48,100
50,3,6,1,93,Alabama,Marion County,30776,30727,74,77
50,3,6,1,95,Alabama,Marshall County,93019,93906,323,269
50,3,6,1,97,Alabama,Mobile County,412992,413062,1346,952
50,3,6,1,99,Alabama,Monroe County,23068,22776,56,37
50,3,6,1,101,Alabama,Montgomery County,229363,231496,711,458
50,3,6,1,103,Alabama,Morgan County,119490,119945,384,295
50,3,6,1,105,Alabama,Perry County,10591,10510,32,18
50,3,6,1,107,Alabama,Pickens County,19746,19359,53,31
50,3,6,1,109,Alabama,Pike County,32899,32903,93,79
50,3,6,1,111,Alabama,Randolph County,22913,22802,42,49
50,3,6,1,113,Alabama,Russell County,52947,54869,191,93
50,3,6,1,115,Alabama,St. Clair County,83593,84317,278,193
50,3,6,1,117,Alabama,Shelby County,195085,197985,631,316
50,3,6,1,119,Alabama,Sumter County,13763,13508,27,57
50,3,6,1,121,Alabama,Talladega County,82291,81821,202,198
50,3,6,1,123,Alabama,Tallapoosa County,41616,41453,128,162
50,3,6,1,125,Alabama,Tuscaloosa County,194656,196638,560,322
50,3,6,1,127,Alabama,Walker County,67023,66641,218,243
50,3,6,1,129,Alabama,Washington County,17581,17336,41,25
50,3,6,1,131,Alabama,Wilcox County,11670,11488,21,63
50,3,6,1,133,Alabama,Winston County,24484,24340,59,61
40,4,9,2,0,Alaska,Alaska,710231,722720,2892,918
50,4,9,2,13,Alaska,Aleutians East Borough,3141,3254,2,1
50,4,9,2,16,Alaska,Aleutians West Census Area,5561,5588,4,0
50,4,9,2,20,Alaska,Anchorage Municipality,291826,296333,1162,317
50,4,9,2,50,Alaska,Bethel Census Area,17013,17459,116,31
50,4,9,2,60,Alaska,Bristol Bay Borough,997,1038,3,3
50,4,9,2,68,Alaska,Denali Borough,1826,1873,9,3
50,4,9,2,70,Alaska,Dillingham Census Area,4847,4957,19,17
50,4,9,2,90,Alaska,Fairbanks North Star Borough,97581,98146,482,118
50,4,9,2,100,Alaska,Haines Borough,2508,2569,2,10
50,4,9,2,105,Alaska,Hoonah-Angoon Census Area,2150,2125,3,0
50,4,9,2,110,Alaska,Juneau City and Borough,31275,32186,101,61
50,4,9,2,122,Alaska,Kenai Peninsula Borough,55400,56375,183,97
50,4,9,2,130,Alaska,Ketchikan Gateway Borough,13477,13635,41,14
50,4,9,2,150,Alaska,Kodiak Island Borough,13592,13807,65,12
50,4,9,2,158,Alaska,Kusilvak Census Area,7459,7654,55,10
50,4,9,2,164,Alaska,Lake and Peninsula Borough,1631,1655,10,1
50,4,9,2,170,Alaska,Matanuska-Susitna Borough,88995,91841,321,101
50,4,9,2,180,Alaska,Nome Census Area,9492,9834,56,29
50,4,9,2,185,Alaska,North Slope Borough,9430,9533,48,7
50,4,9,2,188,Alaska,Northwest Arctic Borough,7523,7723,55,2
50,4,9,2,195,Alaska,Petersburg Borough,3815,3244,14,3
50,4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,5559,6377,18,3
50,4,9,2,220,Alaska,Sitka City and Borough,8881,8914,27,26
50,4,9,2,230,Alaska,Skagway Municipality,968,958,3,0
50,4,9,2,240,Alaska,Southeast Fairbanks Census Area,7029,7144,42,19
50,4,9,2,261,Alaska,Valdez-Cordova Census Area,9636,9731,22,23
50,4,9,2,275,Alaska,Wrangell City and Borough,2369,2385,6,2
50,4,9,2,282,Alaska,Yakutat City and Borough,662,651,2,0
50,4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5588,5731,21,8
40,4,8,4,0,Arizona,Arizona,6392017,6468732,20937,11489
50,4,8,4,1,Arizona,Apache County,71518,72387,276,87
50,4,8,4,3,Arizona,Cochise County,131346,132996,397,265
50,4,8,4,5,Arizona,Coconino County,134421,134182,428,165
50,4,8,4,7,Arizona,Gila County,53597,53473,167,199
50,4,8,4,9,Arizona,Graham County,37220,37081,125,46
50,4,8,4,11,Arizona,Greenlee County,8437,8589,18,27
50,4,8,4,12,Arizona,La Paz County,20489,20479,42,26
50,4,8,4,13,Arizona,Maricopa County,3817117,3871957,13123,6311
50,4,8,4,15,Arizona,Mohave County,200186,202671,491,570
50,4,8,4,17,Arizona,Navajo County,107449,107429,453,204
50,4,8,4,19,Arizona,Pima County,980263,988024,2898,2004
50,4,8,4,21,Arizona,Pinal County,375770,378044,1172,640
50,4,8,4,23,Arizona,Santa Cruz County,47420,47657,179,40
50,4,8,4,25,Arizona,Yavapai County,211033,211135,461,641
50,4,8,4,27,Arizona,Yuma County,195751,202628,707,264
40,3,7,5,0,Arkansas,Arkansas,2915918,2938538,9439,7023
50,3,7,5,1,Arkansas,Arkansas County,19019,18883,73,34
50,3,7,5,3,Arkansas,Ashley County,21853,21651,60,49
50,3,7,5,5,Arkansas,Baxter County,41513,41273,83,135
50,3,7,5,7,Arkansas,Benton County,221339,227899,824,296
50,3,7,5,9,Arkansas,Boone County,36903,37045,89,115
50,3,7,5,11,Arkansas,Bradley County,11508,11450,34,66
50,3,7,5,13,Arkansas,Calhoun County,5368,5286,15,4
50,3,7,5,15,Arkansas,Carroll County,27446,27449,73,36
50,3,7,5,17,Arkansas,Chicot County,11800,11680,34,19
50,3,7,5,19,Arkansas,Clark County,22995,22944,67,94
50,3,7,5,21,Arkansas,Clay County,16083,15829,21,77
50,3,7,5,23,Arkansas,Cleburne County,25970,25924,72,104
50,3,7,5,25,Arkansas,Cleveland County,8689,8664,21,41
50,3,7,5,27,Arkansas,Columbia County,24552,24685,73,117
50,3,7,5,29,Arkansas,Conway County,21273,21147,56,76
50,3,7,5,31,Arkansas,Craighead County,96443,98390,337,186
50,3,7,5,33,Arkansas,Crawford County,61948,61830,182,162
50,3,7,5,35,Arkansas,Crittenden County,50902,50514,200,79
50,3,7,5,37,Arkansas,Cross County,17870,17739,49,23
50,3,7,5,39,Arkansas,Dallas County,8116,8080,27,50
50,3,7,5,41,Arkansas,Desha County,13008,12702,42,51
50,3,7,5,43,Arkansas,Drew County,18509,18715,45,65
50,3,7,5,45,Arkansas,Faulkner County,113237,116308,390,241
50,3,7,5,47,Arkansas,Franklin County,18125,17994,45,35
50,3,7,5,49,Arkansas,Fulton County,12245,12289,31,68
50,3,7,5,51,Arkansas,Garland County,96024,96603,293,369
50,3,7,5,53,Arkansas,Grant County,17853,17958,46,35
50,3,7,5,55,Arkansas,Greene County,42090,42733,127,91
50,3,7,5,57,Arkansas,Hempstead County,22609,22513,107,65
50,3,7,5,59,Arkansas,Hot Spring County,32923,33033,78,56
50,3,7,5,61,Arkansas,Howard County,13789,13819,48,33
50,3,7,5,63,Arkansas,Independence County,36647,36831,119,112
50,3,7,5,65,Arkansas,Izard County,13696,13578,35,22
50,3,7,5,67,Arkansas,Jackson County,17997,17848,44,36
50,3,7,5,69,Arkansas,Jefferson County,77435,76024,254,217
50,3,7,5,71,Arkansas,Johnson County,25540,25689,94,84
50,3,7,5,73,Arkansas,Lafayette County,7645,7541,20,10
50,3,7,5,75,Arkansas,Lawrence County,17415,17285,50,37
50,3,7,5,77,Arkansas,Lee County,10424,10270,20,11
50,3,7,5,79,Arkansas,Lincoln County,14134,14332,33,19
50,3,7,5,81,Arkansas,Little River County,13171,12955,42,58
50,3,7,5,83,Arkansas,Logan County,22353,22285,56,96
50,3,7,5,85,Arkansas,Lonoke County,68356,69437,231,103
50,3,7,5,87,Arkansas,Madison County,15717,15689,48,64
50,3,7,5,89,Arkansas,Marion County,16653,16652,41,35
50,3,7,5,91,Arkansas,Miller County,43462,43746,162,77
50,3,7,5,93,Arkansas,Mississippi County,46480,46039,174,106
50,3,7,5,95,Arkansas,Monroe County,8149,8065,30,9
50,3,7,5,97,Arkansas,Montgomery County,9487,9386,25,8
50,3,7,5,99,Arkansas,Nevada County,8997,9008,32,32
50,3,7,5,101,Arkansas,Newton County,8330,8277,15,35
50,3,7,5,103,Arkansas,Ouachita County,26120,25718,53,131
50,3,7,5,105,Arkansas,Perry County,10445,10394,31,48
50,3,7,5,107,Arkansas,Phillips County,21757,21401,67,38
50,3,7,5,109,Arkansas,Pike County,11291,11236,25,49
50,3,7,5,111,Arkansas,Poinsett County,24583,24431,60,102
50,3,7,5,113,Arkansas,Polk County,20662,20561,52,44
50,3,7,5,115,Arkansas,Pope County,61754,62629,202,113
50,3,7,5,117,Arkansas,Prairie County,8715,8579,32,14
50,3,7,5,119,Arkansas,Pulaski County,382748,386827,1425,871
50,3,7,5,121,Arkansas,Randolph County,17969,17977,50,63
50,3,7,5,123,Arkansas,St. Francis County,28258,27961,94,36
50,3,7,5,125,Arkansas,Saline County,107118,109918,288,256
50,3,7,5,127,Arkansas,Scott County,11233,11244,35,42
50,3,7,5,129,Arkansas,Searcy County,8195,8069,14,32
50,3,7,5,131,Arkansas,Sebastian County,125744,126916,412,314
50,3,7,5,133,Arkansas,Sevier County,17058,17176,72,21
50,3,7,5,135,Arkansas,Sharp County,17264,17277,40,44
50,3,7,5,137,Arkansas,Stone County,12394,12558,21,50
50,3,7,5,139,Arkansas,Union County,41639,41358,112,81
50,3,7,5,141,Arkansas,Van Buren County,17295,17199,41,40
50,3,7,5,143,Arkansas,Washington County,203065,207882,806,329
50,3,7,5,145,Arkansas,White County,77076,78133,245,136
50,3,7,5,147,Arkansas,Woodruff County,7260,7189,16,38
50,3,7,5,149,Arkansas,Yell County,22185,21939,79,88
40,4,9,6,0,California,California,37253956,37700034,123324,57284
50,4,9,6,1,California,Alameda County,1510271,1533052,4877,2145
50,4,9,6,3,California,Alpine County,1175,1111,2,4
50,4,9,6,5,California,Amador County,38091,37538,78,84
50,4,9,6,7,California,Butte County,220000,220019,623,523
50,4,9,6,9,California,Calaveras County,45578,45101,74,141
50,4,9,6,11,California,Colusa County,21419,21389,70,13
50,4,9,6,13,California,Contra Costa County,1049025,1066636,3011,1739
50,4,9,6,15,California,Del Norte County,28610,28468,89,93
50,4,9,6,17,California,El Dorado County,181058,180905,382,298
50,4,9,6,19,California,Fresno County,930450,940971,3893,1582
50,4,9,6,21,California,Glenn County,28122,28199,107,29
50,4,9,6,23,California,Humboldt County,134623,135267,384,293
50,4,9,6,25,California,Imperial County,174528,176372,687,180
50,4,9,6,27,California,Inyo County,18546,18399,39,34
50,4,9,6,29,California,Kern County,839631,849949,3487,1353
50,4,9,6,31,California,Kings County,152982,151969,569,225
50,4,9,6,33,California,Lake County,64665,64264,162,169
50,4,9,6,35,California,Lassen County,34895,34298,85,92
50,4,9,6,37,California,Los Angeles County,9818605,9896602,31740,13814
50,4,9,6,39,California,Madera County,150865,152089,574,325
50,4,9,6,41,California,Marin County,252409,255403,588,473
50,4,9,6,43,California,Mariposa County,18251,18191,31,22
50,4,9,6,45,California,Mendocino County,87841,87495,305,178
50,4,9,6,47,California,Merced County,255793,259784,1066,432
50,4,9,6,49,California,Modoc County,9686,9497,27,17
50,4,9,6,51,California,Mono County,14202,14405,31,20
50,4,9,6,53,California,Monterey County,415057,421466,1673,518
50,4,9,6,55,California,Napa County,136484,137998,388,326
50,4,9,6,57,California,Nevada County,98764,98779,215,192
50,4,9,6,59,California,Orange County,3010232,3056084,9304,4316
50,4,9,6,61,California,Placer County,348432,356832,953,711
50,4,9,6,63,California,Plumas County,20007,19684,41,87
50,4,9,6,65,California,Riverside County,2189641,2237433,7219,3375
50,4,9,6,67,California,Sacramento County,1418788,1435548,5026,2489
50,4,9,6,69,California,San Benito County,55269,56197,190,35
50,4,9,6,71,California,San Bernardino County,2035210,2064200,7465,3062
50,4,9,6,73,California,San Diego County,3095313,3142256,10719,4677
50,4,9,6,75,California,San Francisco County,805235,816231,2121,1267
50,4,9,6,77,California,San Joaquin County,685306,695432,2548,1092
50,4,9,6,79,California,San Luis Obispo County,269637,271208,703,513
50,4,9,6,81,California,San Mateo County,718451,729435,2285,1109
50,4,9,6,83,California,Santa Barbara County,423895,426131,1510,763
50,4,9,6,85,California,Santa Clara County,1781642,1814205,5866,2172
50,4,9,6,87,California,Santa Cruz County,262382,264971,811,437
50,4,9,6,89,California,Shasta County,177223,177969,533,464
50,4,9,6,91,California,Sierra County,3240,3105,7,20
50,4,9,6,93,California,Siskiyou County,44900,44672,90,109
50,4,9,6,95,California,Solano County,413344,416754,1192,638
50,4,9,6,97,California,Sonoma County,483878,487778,1421,949
50,4,9,6,99,California,Stanislaus County,514453,518282,1923,909
50,4,9,6,101,California,Sutter County,94737,94659,325,217
50,4,9,6,103,California,Tehama County,63463,63285,180,161
50,4,9,6,105,California,Trinity County,13786,13723,33,54
50,4,9,6,107,California,Tulare County,442179,447615,1854,638
50,4,9,6,109,California,Tuolumne County,55365,54746,130,120
50,4,9,6,111,California,Ventura County,823318,831130,2767,1264
50,4,9,6,113,California,Yolo County,200849,202283,568,225
50,4,9,6,115,California,Yuba County,72155,72570,283,97
40,4,8,8,0,Colorado,Colorado,5029196,5119480,16791,7856
50,4,8,8,1,Colorado,Adams County,441603,452204,1806,666
50,4,8,8,3,Colorado,Alamosa County,15445,16127,74,15
50,4,8,8,5,Colorado,Arapahoe County,572003,586033,2040,889
50,4,8,8,7,Colorado,Archuleta County,12084,12010,21,27
50,4,8,8,9,Colorado,Baca County,3788,3810,13,7
50,4,8,8,11,Colorado,Bent County,6499,6325,12,25
50,4,8,8,13,Colorado,Boulder County,294567,300671,767,346
50,4,8,8,14,Colorado,Broomfield County,55889,57445,170,92
50,4,8,8,15,Colorado,Chaffee County,17809,18007,30,29
50,4,8,8,17,Colorado,Cheyenne County,1836,1864,4,2
50,4,8,8,19,Colorado,Clear Creek County,9088,9056,14,32
50,4,8,8,21,Colorado,Conejos County,8256,8316,41,5
50,4,8,8,23,Colorado,Costilla County,3524,3645,7,11
50,4,8,8,25,Colorado,Crowley County,5823,5843,12,3
50,4,8,8,27,Colorado,Custer County,4255,4223,5,4
50,4,8,8,29,Colorado,Delta County,30952,30379,85,110
50,4,8,8,31,Colorado,Denver County,600158,619374,2405,1003
50,4,8,8,33,Colorado,Dolores County,2064,2031,5,0
50,4,8,8,35,Colorado,Douglas County,285465,292593,921,260
50,4,8,8,37,Colorado,Eagle County,52197,51772,194,9
50,4,8,8,39,Colorado,Elbert County,23086,23267,33,31
50,4,8,8,41,Colorado,El Paso County,622263,636946,2258,861
50,4,8,8,43,Colorado,Fremont County,46824,47420,79,154
50,4,8,8,45,Colorado,Garfield County,56389,56005,230,81
50,4,8,8,47,Colorado,Gilpin County,5441,5445,10,0
50,4,8,8,49,Colorado,Grand County,14843,14544,28,4
50,4,8,8,51,Colorado,Gunnison County,15324,15459,42,29
50,4,8,8,53,Colorado,Hinsdale County,843,827,0,0
50,4,8,8,55,Colorado,Huerfano County,6711,6516,10,13
50,4,8,8,57,Colorado,Jackson County,1394,1383,4,0
50,4,8,8,59,Colorado,Jefferson County,534543,539607,1477,915
50,4,8,8,61,Colorado,Kiowa County,1398,1457,3,2
50,4,8,8,63,Colorado,Kit Carson County,8270,8200,29,27
50,4,8,8,65,Colorado,Lake County,7310,7378,26,14
50,4,8,8,67,Colorado,La Plata County,51334,51786,165,85
50,4,8,8,69,Colorado,Larimer County,299630,305314,843,489
50,4,8,8,71,Colorado,Las Animas County,15507,15024,29,41
50,4,8,8,73,Colorado,Lincoln County,5467,5434,12,15
50,4,8,8,75,Colorado,Logan County,22709,22107,57,29
50,4,8,8,77,Colorado,Mesa County,146723,147372,476,331
50,4,8,8,79,Colorado,Mineral County,712,711,1,4
50,4,8,8,81,Colorado,Moffat County,13795,13427,58,44
50,4,8,8,83,Colorado,Montezuma County,25535,25453,84,40
50,4,8,8,85,Colorado,Montrose County,41276,40905,124,67
50,4,8,8,87,Colorado,Morgan County,28159,28514,126,39
50,4,8,8,89,Colorado,Otero County,18831,18864,45,31
50,4,8,8,91,Colorado,Ouray County,4436,4455,12,15
50,4,8,8,93,Colorado,Park County,16206,16080,27,7
50,4,8,8,95,Colorado,Phillips County,4442,4373,17,8
50,4,8,8,97,Colorado,Pitkin County,17148,17127,37,17
50,4,8,8,99,Colorado,Prowers County,12551,12497,39,9
50,4,8,8,101,Colorado,Pueblo County,159063,160187,504,417
50,4,8,8,103,Colorado,Rio Blanco County,6666,6778,22,17
50,4,8,8,105,Colorado,Rio Grande County,11982,11923,41,14
50,4,8,8,107,Colorado,Routt County,23509,23256,68,33
50,4,8,8,109,Colorado,Saguache County,6108,6190,21,1
50,4,8,8,111,Colorado,San Juan County,699,697,0,1
50,4,8,8,113,Colorado,San Miguel County,7359,7480,17,7
50,4,8,8,115,Colorado,Sedgwick County,2379,2373,6,14
50,4,8,8,117,Colorado,Summit County,27994,27965,64,3
50,4,8,8,119,Colorado,Teller County,23350,23330,49,26
50,4,8,8,121,Colorado,Washington County,4814,4809,12,5
50,4,8,8,123,Colorado,Weld County,252825,258704,942,367
50,4,8,8,125,Colorado,Yuma County,10043,10163,38,14
40,1,1,9,0,Connecticut,Connecticut,3574097,3589759,9489,6834
50,1,1,9,1,Connecticut,Fairfield County,916829,929013,2719,1512
50,1,1,9,3,Connecticut,Hartford County,894014,896928,2454,1817
50,1,1,9,5,Connecticut,Litchfield County,189927,188945,418,372
50,1,1,9,7,Connecticut,Middlesex County,165676,166198,356,345
50,1,1,9,9,Connecticut,New Haven County,862477,863977,2259,1709
50,1,1,9,11,Connecticut,New London County,274055,273211,656,546
50,1,1,9,13,Connecticut,Tolland County,152691,153069,337,286
50,1,1,9,15,Connecticut,Windham County,118428,118418,290,247
40,3,5,10,0,Delaware,Delaware,897934,907916,2847,1842
50,3,5,10,1,Delaware,Kent County,162310,165242,569,335
50,3,5,10,3,Delaware,New Castle County,538479,542349,1706,1035
50,3,5,10,5,Delaware,Sussex County,197145,200325,572,472
40,3,5,11,0,District of Columbia,District of Columbia,601723,620472,2243,1180
50,3,5,11,1,District of Columbia,District of Columbia,601723,620472,2243,1180
40,3,5,12,0,Florida,Florida,18801310,19105533,50872,41790
50,3,5,12,1,Florida,Alachua County,247336,249688,695,357
50,3,5,12,3,Florida,Baker County,27115,27076,81,79
50,3,5,12,5,Florida,Bay County,168852,169647,518,406
50,3,5,12,7,Florida,Bradford County,28520,28477,83,90
50,3,5,12,9,Florida,Brevard County,543376,544323,1165,1360
50,3,5,12,11,Florida,Broward County,1748066,1787582,5073,3739
50,3,5,12,13,Florida,Calhoun County,14625,14766,39,14
50,3,5,12,15,Florida,Charlotte County,159978,159641,260,580
50,3,5,12,17,Florida,Citrus County,141236,139755,244,597
50,3,5,12,19,Florida,Clay County,190865,192340,519,337
50,3,5,12,21,Florida,Collier County,321520,327742,785,749
50,3,5,12,23,Florida,Columbia County,67531,67307,193,210
50,3,5,12,27,Florida,DeSoto County,34862,34671,100,55
50,3,5,12,29,Florida,Dixie County,16422,16349,37,50
50,3,5,12,31,Florida,Duval County,864263,872455,3021,1751
50,3,5,12,33,Florida,Escambia County,297619,299653,1000,754
50,3,5,12,35,Florida,Flagler County,95696,97349,226,226
50,3,5,12,37,Florida,Franklin County,11549,11495,28,54
50,3,5,12,39,Florida,Gadsden County,46389,47325,157,70
50,3,5,12,41,Florida,Gilchrist County,16939,16986,49,19
50,3,5,12,43,Florida,Glades County,12884,13134,20,8
50,3,5,12,45,Florida,Gulf County,15863,15665,26,17
50,3,5,12,47,Florida,Hamilton County,14799,14598,39,13
50,3,5,12,49,Florida,Hardee County,27731,27645,88,74
50,3,5,12,51,Florida,Hendry County,39140,38820,156,97
50,3,5,12,53,Florida,Hernando County,172778,172838,368,638
50,3,5,12,55,Florida,Highlands County,98786,98284,218,414
50,3,5,12,57,Florida,Hillsborough County,1229226,1271399,3764,2134
50,3,5,12,59,Florida,Holmes County,19927,19823,49,83
50,3,5,12,61,Florida,Indian River County,138028,138979,315,407
50,3,5,12,63,Florida,Jackson County,49746,49121,120,98
50,3,5,12,65,Florida,Jefferson County,14761,14497,32,14
50,3,5,12,67,Florida,Lafayette County,8870,8818,23,22
50,3,5,12,69,Florida,Lake County,297052,299811,734,821
50,3,5,12,71,Florida,Lee County,618754,631368,1535,1468
50,3,5,12,73,Florida,Leon County,275487,278307,750,350
50,3,5,12,75,Florida,Levy County,40801,40243,110,144
50,3,5,12,77,Florida,Liberty County,8365,8227,17,6
50,3,5,12,79,Florida,Madison County,19224,19092,34,25
50,3,5,12,81,Florida,Manatee County,322833,327320,778,849
50,3,5,12,83,Florida,Marion County,331298,332272,761,996
50,3,5,12,85,Florida,Martin County,146318,147647,299,452
50,3,5,12,86,Florida,Miami-Dade County,2496435,2580077,7275,4332
50,3,5,12,87,Florida,Monroe County,73090,74067,155,127
50,3,5,12,89,Florida,Nassau County,73314,74142,187,127
50,3,5,12,91,Florida,Okaloosa County,180822,183208,610,316
50,3,5,12,93,Florida,Okeechobee County,39996,39424,128,79
50,3,5,12,95,Florida,Orange County,1145956,1170461,3651,1550
50,3,5,12,97,Florida,Osceola County,268685,278903,891,441
50,3,5,12,99,Florida,Palm Beach County,1320134,1338500,3333,3256
50,3,5,12,101,Florida,Pasco County,464697,466523,1118,1229
50,3,5,12,103,Florida,Pinellas County,916542,917730,1924,2686
50,3,5,12,105,Florida,Polk County,602095,609544,1752,1301
50,3,5,12,107,Florida,Putnam County,74364,73912,213,263
50,3,5,12,109,Florida,St. Johns County,190039,196019,429,311
50,3,5,12,111,Florida,St. Lucie County,277789,280764,718,621
50,3,5,12,113,Florida,Santa Rosa County,151372,155719,453,276
50,3,5,12,115,Florida,Sarasota County,379448,381485,690,1187
50,3,5,12,117,Florida,Seminole County,422718,427037,1079,772
50,3,5,12,119,Florida,Sumter County,93420,98581,101,281
50,3,5,12,121,Florida,Suwannee County,41551,43334,122,69
50,3,5,12,123,Florida,Taylor County,22570,22682,58,37
50,3,5,12,125,Florida,Union County,15535,15235,42,23
50,3,5,12,127,Florida,Volusia County,494593,494489,1166,1550
50,3,5,12,129,Florida,Wakulla County,30776,30938,68,76
50,3,5,12,131,Florida,Walton County,55043,55642,138,152
50,3,5,12,133,Florida,Washington County,24896,24582,62,101
40,3,5,13,0,Georgia,Georgia,9687653,9812280,32489,17202
50,3,5,13,1,Georgia,Appling County,18236,18440,62,28
50,3,5,13,3,Georgia,Atkinson County,8375,8358,26,7
50,3,5,13,5,Georgia,Bacon County,11096,11188,38,57
50,3,5,13,7,Georgia,Baker County,3451,3317,4,2
50,3,5,13,9,Georgia,Baldwin County,45720,45096,119,129
50,3,5,13,11,Georgia,Banks County,18395,18336,50,21
50,3,5,13,13,Georgia,Barrow County,69367,69869,264,139
50,3,5,13,15,Georgia,Bartow County,100157,100292,351,234
50,3,5,13,17,Georgia,Ben Hill County,17634,17590,60,62
50,3,5,13,19,Georgia,Berrien County,19286,19348,58,21
50,3,5,13,21,Georgia,Bibb County,155547,155763,565,391
50,3,5,13,23,Georgia,Bleckley County,13063,13053,26,53
50,3,5,13,25,Georgia,Brantley County,18411,18570,50,20
50,3,5,13,27,Georgia,Brooks County,16243,15954,45,61
50,3,5,13,29,Georgia,Bryan County,30233,31254,112,32
50,3,5,13,31,Georgia,Bulloch County,70217,72853,186,146
50,3,5,13,33,Georgia,Burke County,23316,23545,81,89
50,3,5,13,35,Georgia,Butts County,23655,23564,72,40
50,3,5,13,37,Georgia,Calhoun County,6694,6537,12,3
50,3,5,13,39,Georgia,Camden County,50513,50312,194,48
50,3,5,13,43,Georgia,Candler County,10998,11312,38,14
50,3,5,13,45,Georgia,Carroll County,110527,110691,385,187
50,3,5,13,47,Georgia,Catoosa County,63942,64873,190,85
50,3,5,13,49,Georgia,Charlton County,12171,13422,38,5
50,3,5,13,51,Georgia,Chatham County,265128,271866,868,501
50,3,5,13,53,Georgia,Chattahoochee County,11267,11309,53,1
50,3,5,13,55,Georgia,Chattooga County,26015,25678,49,96
50,3,5,13,57,Georgia,Cherokee County,214346,217716,664,261
50,3,5,13,59,Georgia,Clarke County,116714,118462,363,198
50,3,5,13,61,Georgia,Clay County,3183,3150,5,3
50,3,5,13,63,Georgia,Clayton County,259424,262685,1083,388
50,3,5,13,65,Georgia,Clinch County,6798,6745,17,29
50,3,5,13,67,Georgia,Cobb County,688078,697534,2320,933
50,3,5,13,69,Georgia,Coffee County,42356,42955,123,40
50,3,5,13,71,Georgia,Colquitt County,45498,45811,188,72
50,3,5,13,73,Georgia,Columbia County,124053,128773,406,137
50,3,5,13,75,Georgia,Cook County,17212,16966,55,78
50,3,5,13,77,Georgia,Coweta County,127317,129392,397,171
50,3,5,13,79,Georgia,Crawford County,12630,12639,53,38
50,3,5,13,81,Georgia,Crisp County,23439,23790,80,29
50,3,5,13,83,Georgia,Dade County,16633,16578,22,29
50,3,5,13,85,Georgia,Dawson County,22330,22202,54,31
50,3,5,13,87,Georgia,Decatur County,27842,27652,89,57
50,3,5,13,89,Georgia,DeKalb County,691893,698096,2666,985
50,3,5,13,91,Georgia,Dodge County,21796,21442,62,24
