SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2011,BIRTHS2010,DEATHS2010
50,4,9,53,5,Washington,Benton County,175177,180580,656,264
50,4,9,53,7,Washington,Chelan County,72453,73327,269,113
50,4,9,53,9,Washington,Clallam County,71404,71778,167,197
50,4,9,53,11,Washington,Clark County,425363,432524,1342,719
50,4,9,53,13,Washington,Columbia County,4078,4016,6,22
50,4,9,53,15,Washington,Cowlitz County,102410,102375,296,296
50,4,9,53,17,Washington,Douglas County,38431,38813,141,99
50,4,9,53,19,Washington,Ferry County,7551,7682,20,34
50,4,9,53,21,Washington,Franklin County,78163,83178,425,114
50,4,9,53,23,Washington,Garfield County,2266,2247,3,13
50,4,9,53,25,Washington,Grant County,89120,90756,429,201
50,4,9,53,27,Washington,Grays Harbor County,72797,72345,218,198
50,4,9,53,29,Washington,Island County,78506,78992,243,114
50,4,9,53,31,Washington,Jefferson County,29872,29870,47,101
50,4,9,53,33,Washington,King County,1931249,1972548,6302,2829
50,4,9,53,35,Washington,Kitsap County,251133,254458,764,505
50,4,9,53,37,Washington,Kittitas County,40915,41578,101,95
50,4,9,53,39,Washington,Klickitat County,20318,20695,68,60
50,4,9,53,41,Washington,Lewis County,75455,75701,244,157
50,4,9,53,43,Washington,Lincoln County,10570,10518,28,27
50,4,9,53,45,Washington,Mason County,60699,60917,161,165
50,4,9,53,47,Washington,Okanogan County,41120,41358,150,133
50,4,9,53,49,Washington,Pacific County,20920,20853,41,84
50,4,9,53,51,Washington,Pend Oreille County,13001,12937,26,54
50,4,9,53,53,Washington,Pierce County,795225,803320,2668,1358
50,4,9,53,55,Washington,San Juan County,15769,15818,33,17
50,4,9,53,57,Washington,Skagit County,116901,117768,376,298
50,4,9,53,59,Washington,Skamania County,11066,11126,19,4
50,4,9,53,61,Washington,Snohomish County,713335,722494,2360,977
50,4,9,53,63,Washington,Spokane County,471221,473484,1496,904
50,4,9,53,65,Washington,Stevens County,43531,43487,103,133
50,4,9,53,67,Washington,Thurston County,252264,256529,761,479
50,4,9,53,69,Washington,Wahkiakum County,3978,4018,9,4
50,4,9,53,71,Washington,Walla Walla County,58781,59512,161,120
50,4,9,53,73,Washington,Whatcom County,201140,203415,609,358
50,4,9,53,75,Washington,Whitman County,44776,45083,107,80
50,4,9,53,77,Washington,Yakima County,243231,246326,1188,424
40,3,5,54,0,West Virginia,West Virginia,1852994,1854948,5104,5235
50,3,5,54,1,West Virginia,Barbour County,16589,16599,38,31
50,3,5,54,3,West Virginia,Berkeley County,104169,105706,322,227
50,3,5,54,5,West Virginia,Boone County,24629,24446,71,68
50,3,5,54,7,West Virginia,Braxton County,14523,14543,35,19
50,3,5,54,9,West Virginia,Brooke County,24069,23931,56,107
50,3,5,54,11,West Virginia,Cabell County,96319,96558,301,297
50,3,5,54,13,West Virginia,Calhoun County,7627,7644,23,14
50,3,5,54,15,West Virginia,Clay County,9386,9390,39,32
50,3,5,54,17,West Virginia,Doddridge County,8202,8179,18,28
50,3,5,54,19,West Virginia,Fayette County,46039,45960,141,180
50,3,5,54,21,West Virginia,Gilmer County,8693,8772,22,6
50,3,5,54,23,West Virginia,Grant County,11937,11943,40,47
50,3,5,54,25,West Virginia,Greenbrier County,35480,35711,104,89
50,3,5,54,27,West Virginia,Hampshire County,23964,23789,64,81
50,3,5,54,29,West Virginia,Hancock County,30676,30526,70,77
50,3,5,54,31,West Virginia,Hardy County,14025,13991,38,56
50,3,5,54,33,West Virginia,Harrison County,69099,69282,209,161
50,3,5,54,35,West Virginia,Jackson County,29211,29323,94,107
50,3,5,54,37,West Virginia,Jefferson County,53498,54345,149,132
50,3,5,54,39,West Virginia,Kanawha County,193063,191947,508,583
50,3,5,54,41,West Virginia,Lewis County,16372,16391,57,28
50,3,5,54,43,West Virginia,Lincoln County,21720,21609,61,96
50,3,5,54,45,West Virginia,Logan County,36743,36456,100,150
50,3,5,54,47,West Virginia,McDowell County,22113,21699,69,54
50,3,5,54,49,West Virginia,Marion County,56418,56620,171,116
50,3,5,54,51,West Virginia,Marshall County,33107,32844,76,107
50,3,5,54,53,West Virginia,Mason County,27324,27334,83,73
50,3,5,54,55,West Virginia,Mercer County,62264,62435,194,165
50,3,5,54,57,West Virginia,Mineral County,28212,28075,75,104
50,3,5,54,59,West Virginia,Mingo County,26839,26597,95,114
50,3,5,54,61,West Virginia,Monongalia County,96189,98693,226,124
50,3,5,54,63,West Virginia,Monroe County,13502,13549,41,29
50,3,5,54,65,West Virginia,Morgan County,17541,17456,42,72
50,3,5,54,67,West Virginia,Nicholas County,26233,26153,79,97
50,3,5,54,69,West Virginia,Ohio County,44443,44189,106,109
50,3,5,54,71,West Virginia,Pendleton County,7695,7563,14,30
50,3,5,54,73,West Virginia,Pleasants County,7605,7604,18,33
50,3,5,54,75,West Virginia,Pocahontas County,8719,8829,25,12
50,3,5,54,77,West Virginia,Preston County,33520,33617,77,42
50,3,5,54,79,West Virginia,Putnam County,55486,56092,117,87
50,3,5,54,81,West Virginia,Raleigh County,78859,79155,232,241
50,3,5,54,83,West Virginia,Randolph County,29405,29432,61,86
50,3,5,54,85,West Virginia,Ritchie County,10449,10356,23,45
50,3,5,54,87,West Virginia,Roane County,14926,14816,33,65
50,3,5,54,89,West Virginia,Summers County,13927,13862,31,33
50,3,5,54,91,West Virginia,Taylor County,16895,16932,49,69
50,3,5,54,93,West Virginia,Tucker County,7141,7050,21,21
50,3,5,54,95,West Virginia,Tyler County,9208,9101,21,13
50,3,5,54,97,West Virginia,Upshur County,24254,24256,65,80
50,3,5,54,99,West Virginia,Wayne County,42481,41944,97,93
50,3,5,54,101,West Virginia,Webster County,9154,9160,27,40
50,3,5,54,103,West Virginia,Wetzel County,16583,16406,37,65
50,3,5,54,105,West Virginia,Wirt County,5717,5798,24,23
50,3,5,54,107,West Virginia,Wood County,86956,86831,261,277
50,3,5,54,109,West Virginia,Wyoming County,23796,23459,54,100
40,2,3,55,0,Wisconsin,Wisconsin,5686986,5709720,17558,11745
50,2,3,55,1,Wisconsin,Adams County,20875,20904,35,42
50,2,3,55,3,Wisconsin,Ashland County,16157,16082,38,62
50,2,3,55,5,Wisconsin,Barron County,45870,45910,132,146
50,2,3,55,7,Wisconsin,Bayfield County,15014,15106,29,57
50,2,3,55,9,Wisconsin,Brown County,248007,250563,883,411
50,2,3,55,11,Wisconsin,Buffalo County,13587,13480,33,52
50,2,3,55,13,Wisconsin,Burnett County,15457,15510,33,52
50,2,3,55,15,Wisconsin,Calumet County,48971,49706,156,54
50,2,3,55,17,Wisconsin,Chippewa County,62415,62915,168,87
50,2,3,55,19,Wisconsin,Clark County,34690,34736,153,118
50,2,3,55,21,Wisconsin,Columbia County,56833,56691,139,152
50,2,3,55,23,Wisconsin,Crawford County,16644,16681,50,45
50,2,3,55,25,Wisconsin,Dane County,488073,496500,1599,721
50,2,3,55,27,Wisconsin,Dodge County,88759,88725,225,207
50,2,3,55,29,Wisconsin,Door County,27785,27872,58,59
50,2,3,55,31,Wisconsin,Douglas County,44159,44012,123,124
50,2,3,55,33,Wisconsin,Dunn County,43857,43880,120,92
50,2,3,55,35,Wisconsin,Eau Claire County,98736,99935,281,141
50,2,3,55,37,Wisconsin,Florence County,4423,4493,5,23
50,2,3,55,39,Wisconsin,Fond du Lac County,101633,101898,306,251
50,2,3,55,41,Wisconsin,Forest County,9304,9258,30,33
50,2,3,55,43,Wisconsin,Grant County,51208,51242,144,107
50,2,3,55,45,Wisconsin,Green County,36842,36967,110,93
50,2,3,55,47,Wisconsin,Green Lake County,19051,19098,52,72
50,2,3,55,49,Wisconsin,Iowa County,23687,23768,71,59
50,2,3,55,51,Wisconsin,Iron County,5916,6001,10,10
50,2,3,55,53,Wisconsin,Jackson County,20449,20517,56,30
50,2,3,55,55,Wisconsin,Jefferson County,83686,83876,229,129
50,2,3,55,57,Wisconsin,Juneau County,26664,26680,61,49
50,2,3,55,59,Wisconsin,Kenosha County,166426,166908,527,261
50,2,3,55,61,Wisconsin,Kewaunee County,20574,20595,42,55
50,2,3,55,63,Wisconsin,La Crosse County,114638,115276,359,235
50,2,3,55,65,Wisconsin,Lafayette County,16836,16936,40,22
50,2,3,55,67,Wisconsin,Langlade County,19977,19886,58,63
50,2,3,55,69,Wisconsin,Lincoln County,28743,28455,82,51
50,2,3,55,71,Wisconsin,Manitowoc County,81442,81166,200,188
50,2,3,55,73,Wisconsin,Marathon County,134063,134500,407,299
50,2,3,55,75,Wisconsin,Marinette County,41749,41431,82,129
50,2,3,55,77,Wisconsin,Marquette County,15404,15339,38,55
50,2,3,55,78,Wisconsin,Menominee County,4232,4380,31,12
50,2,3,55,79,Wisconsin,Milwaukee County,947735,951697,3596,2012
50,2,3,55,81,Wisconsin,Monroe County,44673,45126,164,62
50,2,3,55,83,Wisconsin,Oconto County,37660,37613,96,53
50,2,3,55,85,Wisconsin,Oneida County,35998,35823,86,122
50,2,3,55,87,Wisconsin,Outagamie County,176695,177776,588,308
50,2,3,55,89,Wisconsin,Ozaukee County,86395,86737,205,154
50,2,3,55,91,Wisconsin,Pepin County,7469,7431,25,7
50,2,3,55,93,Wisconsin,Pierce County,41019,40805,102,68
50,2,3,55,95,Wisconsin,Polk County,44205,43967,124,121
50,2,3,55,97,Wisconsin,Portage County,70019,70173,195,151
50,2,3,55,99,Wisconsin,Price County,14159,14020,31,57
50,2,3,55,101,Wisconsin,Racine County,195408,194965,605,456
50,2,3,55,103,Wisconsin,Richland County,18021,17984,50,22
50,2,3,55,105,Wisconsin,Rock County,160331,159999,489,309
50,2,3,55,107,Wisconsin,Rusk County,14755,14612,37,28
50,2,3,55,109,Wisconsin,St. Croix County,84345,84963,317,152
50,2,3,55,111,Wisconsin,Sauk County,61976,62412,202,112
50,2,3,55,113,Wisconsin,Sawyer County,16557,16543,48,45
50,2,3,55,115,Wisconsin,Shawano County,41949,41789,121,144
50,2,3,55,117,Wisconsin,Sheboygan County,115507,115372,367,226
50,2,3,55,119,Wisconsin,Taylor County,20689,20766,65,67
50,2,3,55,121,Wisconsin,Trempealeau County,28816,29048,94,81
50,2,3,55,123,Wisconsin,Vernon County,29773,30037,113,92
50,2,3,55,125,Wisconsin,Vilas County,21430,21369,56,82
50,2,3,55,127,Wisconsin,Walworth County,102228,102798,292,191
50,2,3,55,129,Wisconsin,Washburn County,15911,15784,36,22
50,2,3,55,131,Wisconsin,Washington County,131887,132225,350,251
50,2,3,55,133,Wisconsin,Waukesha County,389891,390808,960,773
50,2,3,55,135,Wisconsin,Waupaca County,52410,52342,131,161
50,2,3,55,137,Wisconsin,Waushara County,24496,24581,66,45
50,2,3,55,139,Wisconsin,Winnebago County,166994,167630,503,363
50,2,3,55,141,Wisconsin,Wood County,74749,74647,249,160
40,4,8,56,0,Wyoming,Wyoming,563626,567768,1995,1293
50,4,8,56,1,Wyoming,Albany County,36299,36908,104,33
50,4,8,56,3,Wyoming,Big Horn County,11668,11745,24,50
50,4,8,56,5,Wyoming,Campbell County,46133,46600,208,83
50,4,8,56,7,Wyoming,Carbon County,15885,15817,46,17
50,4,8,56,9,Wyoming,Converse County,13833,13728,57,39
50,4,8,56,11,Wyoming,Crook County,7083,7129,35,20
50,4,8,56,13,Wyoming,Fremont County,40123,40591,163,147
50,4,8,56,15,Wyoming,Goshen County,13249,13597,31,23
50,4,8,56,17,Wyoming,Hot Springs County,4812,4818,15,19
50,4,8,56,19,Wyoming,Johnson County,8569,8636,29,9
50,4,8,56,21,Wyoming,Laramie County,91738,92663,358,234
50,4,8,56,23,Wyoming,Lincoln County,18106,18022,86,45
50,4,8,56,25,Wyoming,Natrona County,75450,76420,258,186
50,4,8,56,27,Wyoming,Niobrara County,2484,2485,6,3
50,4,8,56,29,Wyoming,Park County,28205,28473,73,86
50,4,8,56,31,Wyoming,Platte County,8667,8701,13,34
50,4,8,56,33,Wyoming,Sheridan County,29116,29275,87,84
50,4,8,56,35,Wyoming,Sublette County,10247,10142,34,3
50,4,8,56,37,Wyoming,Sweetwater County,43806,44041,167,76
50,4,8,56,39,Wyoming,Teton County,21294,21482,76,10
50,4,8,56,41,Wyoming,Uinta County,21118,20912,73,49
50,4,8,56,43,Wyoming,Washakie County,8533,8469,26,34
50,4,8,56,45,Wyoming,Weston County,7208,7114,26,9
